"names","values"
"itemid","36"
"event","IT'S CHASE LONG BEACH'S 2 YEAR ANNIVERSARY TODAY!
so wish us a happy anniversary and a great future, biatches. thank you to all who have been there for us from the beginning and all you new fans! we love you all!"
"eventtime","2004-12-21 09:40:00"
"current_moodid","41"
"url","http://chaselongbeach.livejournal.com/9440.html"
"userid","2709"
"itemid","35"
"event","Chase Long Beach's comeback show: fully ska, pure fun!

DIPIAZZA 5202 E. PCH LONG BEACH (ON THE CORNER OF PCH AND ANAHEIM)
SUNDAY, DEC.5, 2004
7PM
ONLY $7

along with:
A HEARTWELL ENDING
STALKING ROXY
THE ASHWORTH
 and more!!!!

YOU SHOULD ALL COME, IT'S GONNA BE A GREAT SHOW! PLUS, IT'S PATT'S SWEET 16! YOU'LL ENJOY YOURSLEF AND LOVE THE SKA!!!!!!"
"eventtime","2004-12-03 13:02:00"
"url","http://chaselongbeach.livejournal.com/9105.html"
"userid","2709"
"itemid","34"
"event","well, well, well. happy thanksgiving first off. anyways, it's been quite some time, but that's because nothing has really happened. we've just been practicing every weekend, (but last we played a party, but it was just more practice) for THE DEBUT SHOW ON DEC. 5 @ DIPIAZZA INH LONG BEACH! BE THERE AT 7 IF YOURE GOING! YOU WILL NOT BE DISSAPOINTED, I PROMISE! THE WAIT HAS BEEN WORTHWHILE!"
"eventtime","2004-11-25 12:24:00"
"current_moodid","125"
"url","http://chaselongbeach.livejournal.com/8861.html"
"userid","2709"
"itemid","33"
"event","wow, nothing is going on. nothing at all . practcie was even cancelled for today. so we have to hardcore practice for the next weekends until the show, like hardcore practice to get everything ready to amaze you all. wow, nothing. it really sucks. i haven't even seen like jimmy, grandpa humphrey, or matt for like 2 weeks, and dustin for like 1. i miss everyone! damn."
"eventtime","2004-11-06 07:44:00"
"url","http://chaselongbeach.livejournal.com/8543.html"
"userid","2709"
"itemid","32"
"event","CHASE LONG BEACH WISHES YOU A HAPPY HALLOWEEN!!! check your candy kids! and keep skankin'!"
"eventtime","2004-10-31 08:55:00"
"url","http://chaselongbeach.livejournal.com/8309.html"
"userid","2709"
"itemid","31"
