"names","values"
"itemid","436"
"event","&nbsp;i had forgotten how many people it took to shape me."
"eventtime","2008-06-24 04:27:00"
"url","http://jennys-script.livejournal.com/111708.html"
"userid","7405"
"itemid","360"
"event","""i know plenty of people who are really dumb, ignorant, stuffed full of prejudices and ideas, complete morons, and they're happy! but i'll soon have an ulcer, i already have a few gray hairs...."""
"eventtime","2006-02-12 11:32:00"
"url","http://jennys-script.livejournal.com/92357.html"
"userid","7405"
"itemid","147"
"event","pills to wake up
pills to sleep
pills for the headaches in between."
"eventtime","2005-04-23 10:58:00"
"url","http://jennys-script.livejournal.com/37884.html"
"userid","7405"
