"names","values"
"itemid","116"
"event","<lj-embed id=""9""/>"
"eventtime","2010-04-25 01:51:00"
"url","http://tiggeryum-yum.livejournal.com/29821.html"
"userid","15789"
"itemid","115"
"event","http://www.nochelatina.com/Articles/5945/Ricky-Martin-Admits-to-Being-Gay"
"eventtime","2010-03-30 15:10:00"
"url","http://tiggeryum-yum.livejournal.com/29591.html"
"userid","15789"
"itemid","114"
"event","<img src=""http://www.site-andoh.com/DurerMelancholy1514.gif"" />


The more you come to know, the more you realize all the things you don't know.
Ignorance is bliss.

^
Taken from my art history class."
"eventtime","2010-02-18 15:31:00"
"url","http://tiggeryum-yum.livejournal.com/29331.html"
"userid","15789"
"itemid","113"
"event","<img src=""http://i.imgur.com/Kv0yM.jpg"" />"
"eventtime","2009-12-16 12:50:00"
"url","http://tiggeryum-yum.livejournal.com/28933.html"
"userid","15789"
"itemid","112"
"event","<lj-embed id=""7""/>

From:http://www.nypost.com/p/news/local/video_speeding_conn_cop_in_killer_46VZsd1vq4waops50GDfYO

Chilling video released yesterday in Connecticut shows the final moments before a speeding cop car plowed into another car in June, killing both teens inside.

Milford, Conn., police Officer Jason Anderson was going 94 mph and may have been racing another officer on the Boston Post Road June 13 when he struck a car carrying David Servin and Ashlie Krakowski, both 19, the New Haven Register reported.

The video, obtained by the newspaper through a Freedom of Informaton Act, shows Anderson fly by another cruiser as both cars were returning to headquarters from another call before slamming into the other car.
see more videos

Anderson is charged with two counts of second-degree manslaughter and reckless operation, and has been suspended without pay.

There have been allegations that Anderson was racing the other cop car at the time of the accident. The other officer has not been charged.

The force of the crash was so great that Krakowski's body was thrown 30 feet, the Register reported.

An attorney for the victims' families told the paper that Anderson was going so fast the teens ""had no chance."""
"eventtime","2009-11-19 13:14:00"
"url","http://tiggeryum-yum.livejournal.com/28794.html"
"userid","15789"
"itemid","111"
"event","How often do you currently use cocaine, crack or other illegal drugs (LSD, speed, amphetamines, ice, etc.) while at work or just before?
		Daily
		One to four times per week
		One to four times per month
		Tried once or twice
		Never"
"eventtime","2009-05-20 13:13:00"
"url","http://tiggeryum-yum.livejournal.com/28422.html"
"userid","15789"
"itemid","110"
"event","<lj-embed id=""6""/>"
"eventtime","2009-05-14 11:48:00"
"url","http://tiggeryum-yum.livejournal.com/28260.html"
"userid","15789"
"itemid","109"
"event","<lj-embed id=""5""/>"
"eventtime","2009-04-30 11:59:00"
"current_moodid","112"
"url","http://tiggeryum-yum.livejournal.com/27931.html"
"userid","15789"
"itemid","108"
"event","So sick of school, weather,doing nothing/mylife."
"eventtime","2009-03-05 12:48:00"
"url","http://tiggeryum-yum.livejournal.com/27880.html"
"userid","15789"
"itemid","107"
"event","http://blogs.sfweekly.com/thesnitch/2009/02/legalize_it_ammiano_to_introdu.php"
"eventtime","2009-02-23 13:33:00"
"url","http://tiggeryum-yum.livejournal.com/27491.html"
"userid","15789"
"itemid","106"
"event","http://www.time.com/time/magazine/article/0,9171,1877372,00.html?iid=digg_share"
"eventtime","2009-02-08 11:21:00"
"url","http://tiggeryum-yum.livejournal.com/27156.html"
"userid","15789"
"itemid","105"
"event","<lj-embed id=""4""/>"
"eventtime","2008-12-11 11:54:00"
"url","http://tiggeryum-yum.livejournal.com/27124.html"
"userid","15789"
"itemid","104"
"event","my life has seemed meaningless. I don't really look forward to doing many things. My anxiety has just been raising steadily since I started college. I worry about everything even if I don't really care or about it or if it has little significance. I just wrap my mind around events to come instead of the present. I think I need change or something. I need to leave this place. I just feel lost lately."
"eventtime","2008-09-16 12:58:00"
"current_moodid","113"
"url","http://tiggeryum-yum.livejournal.com/26872.html"
"userid","15789"
"itemid","103"
"event","<lj-embed id=""3""/>"
"eventtime","2008-06-03 21:35:00"
"url","http://tiggeryum-yum.livejournal.com/26579.html"
"userid","15789"
"itemid","102"
"event","is illogical fucking retards"
"eventtime","2008-03-27 22:59:00"
"current_moodid","1"
"url","http://tiggeryum-yum.livejournal.com/26356.html"
"userid","15789"
"itemid","101"
"event","<lj-embed id=""2"" />"
"eventtime","2008-03-11 22:15:00"
"url","http://tiggeryum-yum.livejournal.com/25994.html"
"userid","15789"
"itemid","100"
"event","I just went from cotton and jefferson to my house in 1:30. I beat smb3 last week."
"eventtime","2008-01-27 22:29:00"
"url","http://tiggeryum-yum.livejournal.com/25761.html"
"userid","15789"
"itemid","99"
"event","Today is the worst day of my life. I go to school try to sign out,can't get hassled trying to get a pass to class. Get hassled in the hall to see my pass. Get home fight with my mom go to the dentist, go to work, come home. My dad shows me the insides of my backpack. Fuck. He doesn't know what to do besides punish me. He wasn't that mad, more confused. He asked me if it was pot or hash. They don't understand I try just as hard in school, maybe harder. They don't understand that its better than doing anyother drug. They don't relize its one of the only things that relives stress in my life. I can't talk to my parents about anything. I hate growing up. I don't get whats going on in my head as a teenager. It seems the past is always better than the present, when it realy wasn't much better but now it is. Why can't I understand me and why can't they."
"eventtime","2007-09-27 22:41:00"
"url","http://tiggeryum-yum.livejournal.com/25451.html"
"userid","15789"
"itemid","98"
