"names","values"
"itemid","4"
"event","heey
wow im tried 
i just got back from jennas house , we went to wildwood and went on the rides & water park it was SO much fun
then we went and got all this food lol god im gonna get so fat =] but then we got dippin dots lol i coudlnt understand the lady and then we played this really hard game and me and jenna won a prize , woah didnt see that coming lol so we got miss piggy hheehehe then i went to the 99 cent store and bought some funky glasses and a pimp necklace and a sword !!! yeah then we go home and almost watch a movie then i fight with  some people lol and now im home on the phone w. serge =] , but im listenin to the starting i love them ! =] 
k well yeah ill ttul bye bye <3"
"eventtime","2005-06-21 21:02:00"
"current_moodid","125"
"url","http://rawr-its-nikki.livejournal.com/1064.html"
"userid","12632"
"itemid","3"
"event","YO BIT ! I GOT THIS ALL MY MYSELF UT OH UT OH
so now im helpin eliza do hers lol
yo this is confussing but its all good now lol
awe i did it all my myslefffffff lol ahha
k ill write later niggers
<333"
"eventtime","2005-06-20 01:29:00"
"url","http://rawr-its-nikki.livejournal.com/1010.html"
"userid","12632"
"itemid","2"
"event","heyy

right now im just tryin to figure out how to make the picture of 
from first to last work on my layout but im new at this so whatev. man
yeah today was cool i went to the mall and got a tank and a new pair of 
shades and they are mad cool , i seen serge there , he looked all nice in his
pimped out hat lol i tink it was hurley but it was off the hook lol 
ah my mom embarrased me she was like ohhh what school do u go to ?
how are you ? are u goin there next eyar ? and when he said he was goin 
into 9th garde she just turned and looked at me lol ! i mean its not bad
hes only a year older then me so i didnt think she minded how we went out 
but hes really nice and i would like to go out w. him but i cant ...
so yeah plus his friend hates me lol idk but yeah 
so then i went to my brothers birthday party 
it was cool but i got bored lol to many little kids
awe but my other brother brandon hes soo cute <3 i love him
but now im home talkin to eliza lol we both are lost on this thing and she dont
even member her thing to sign in on lol 
i love that girl , i havent seen her in forever or hung out but we talk alot 
and shes like really nice so =] 
i was talkin to jordan on the phone for like 495749 minutes tonight lol yeah
but ima go try and figure this thingy out k bye
<3 nikki"
"eventtime","2005-06-20 00:48:00"
"current_moodid","47"
"url","http://rawr-its-nikki.livejournal.com/726.html"
"userid","12632"
"itemid","1"
"event","hey

i used to have a caleida but i switched to live journal 
cause i know like more people that has this then that one so whatev. yeah right now im just talking to 
friends and listening to music and trying to figure out how to do this and all but yeah . today i went shopping and got shorts and a tee and then went to mcdonalds then i went for ice cream lol . yeh it was me and my mom mom we had fun tho . but umm yeah then i went to her house and zach came over it was funn then serge called me and told me that the cops were looking for him and im like oh god and all this stuff so then dana was being stupid and didnt want me to go to the movies w. her bcause she was probally gonna get w. nate but whatever not like i cared but then tomoro is his party and i think im goin if i find a ride home since it ends at liek 11 . and my momw as like wlel ill pick u up after work at umm 9:30 and im ike no thats okay lol so yeah but thats all bye <3

nikki <3"
"eventtime","2005-06-16 17:55:00"
"current_moodid","91"
"url","http://rawr-its-nikki.livejournal.com/370.html"
"userid","12632"
