"names","values"
"itemid","20"
"event","<b>music; matchbook romance - tigerlily</b>

heyheyhey. i keep forgetting i have a journal. and when i remember i get happy because i dont have to make one.

the last time i updated was when i went to see senses fail. a lot has happened since then. 

me and rob go out and he is the bestest, EVER. he left a little while ago. i miss him already.

i went to work today. it was boring and busy. i kind of want another job.

tomorrow is the last full day of school. thank god. i cant wait for the summer. everyone is leaving me this year. jeff, spencer, mike, mike, mark, alex, dana. this upsets me.

exams start friday. i dont know how to even start studying so im pretty much screwed. 

i want to go shopping.

i'm really tired. g'night."
"eventtime","2004-06-10 01:03:00"
"url","http://warxallthetime.livejournal.com/5245.html"
"userid","16662"
"itemid","19"
"event","<b>music; socratic - funeral masses</b>

wowowowowow. friday night was the best night of my life. me and dana got to starland around 6. doors didnt open til 7. her friend saw us walk up to the end of the line and let us in. we got to watch some crappy band practice but it was awesome because senses fail + a lot of other people were just hanging out. then we got VIP passes. oh yeaaaaa VIP. i sware that band is the best. + they are fucking incredible live. alkaline trio played. they werent bad at all.

today me and carly hung out. we walked all the way to the cemetery because i have to do this project for history. i dont feel like explaining. we walked about 4 miles and ended up not finding what we needed. jess picked us up and drove us home becasue shes nice like that. then we saw mark and talked to him. we came home at 12ish and my mom was drunk off her ass. goodtimes."
"eventtime","2004-05-23 05:20:00"
"url","http://warxallthetime.livejournal.com/4985.html"
"userid","16662"
"itemid","18"
"event","<b>music; boys night out - the only honest love song</b>

my rents came home yesterday. i havent updated in a while. so ill update you with what i did for the past week.

thursday - went to school, came home, kris came over, went to my aunts. 

friday - went to school, came home, april and paulina came over, my brother and jackie came over, went to their house, went out to eat, watched TV, assed out at around one.

saturday - woke up at oneish, played video games all day long with my brother, went out to eat, went to the movies and saw 13 going on 30 [good movie, by the way], played video games, assed out at twoish.

sunday - woke up, went to best buy, went food shopping, watched american wedding, ate dinner, downloaded some shit onto my phone from my brothers puter, they drove me to my aunts, slept at my aunts.

monday - went to school, came home, went to work, kris picked me up, went to my house, hung out, fell asleep.

tuesday - went to school, my brother and jackie came over at fourish, got my dog from the vet, april and paulina came over for a little then left, we ordered chinese, they left, me and jeff went to exxon and the dinner at 10ish, came home at 11:30, went to bed.

wednesday - went to school, went to work, went to laurens house, dana drove us to my house at 7:30ish, kris was already at my house, duane and mike came over at 8ish, we ordered chinese and ate everything lol. everyone but kris left at around 1ish.

thursday - my rents came home. boo.

today me and dana are going to starland to see senses faillllll!! omgomgomg"
"eventtime","2004-05-21 13:48:00"
"url","http://warxallthetime.livejournal.com/4642.html"
"userid","16662"
"itemid","17"
